,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PRC_FULL_PAYMENT,MONTHLY_AVG_PURCHASE,MONTHLY_AVG_CASH_ADVANCE,LIMIT_USAGE,PAYMENT_MINPAYMENT,PURCHASE_TYPE_NONE,PURCHASE_TYPE_ONEOFF_INSTALLMENT,PURCHASE_TYPE_ONE_OFF
1694,0.45,0.0,159.84,0.5,0.0,0.5,0.0,0,6.0,0.0,13.32,0.0,0.01,1.93,0,0,0
1695,1.0,141.96,134.56,0.25,0.25,0.08,0.08,1,8.0,0.0,23.04,48.75,0.34,4.86,0,1,0
1696,1.0,0.0,288.39,0.42,0.0,0.42,0.0,0,10.0,0.08,24.03,0.0,0.81,0.18,0,0,0
1697,1.0,0.0,3886.2405000000003,1.0,0.0,1.0,0.0,0,52.0,0.0,406.05,0.0,1.01,0.52,0,0,0
1698,1.0,309.66,432.0,0.42,0.33,0.08,0.17,3,8.0,0.0,61.8,225.92,0.39,6.57,0,1,0
1699,1.0,1433.26,0.0,0.17,0.17,0.0,0.08,1,2.0,0.0,119.44,30.4,0.65,1.4,0,0,1
1700,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,16.1,0.92,0.58,1,0,0
1701,1.0,0.0,0.0,0.0,0.0,0.0,0.17,6,0.0,0.0,0.0,261.11,0.47,0.63,1,0,0
1702,1.0,3313.0,873.49,1.0,0.92,0.92,0.0,0,50.0,0.0,348.87,0.0,0.6,4.82,0,1,0
1703,1.0,77.0,1326.42,0.92,0.08,0.92,0.0,0,12.0,0.0,116.95,0.0,0.27,1.43,0,1,0
1704,1.0,2204.52,1380.28,1.0,1.0,1.0,0.0,0,52.0,0.0,298.73,0.0,0.34,1.31,0,1,0
1705,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,16.33,0.61,1.42,1,0,0
1706,1.0,0.0,0.0,0.0,0.0,0.0,0.67,28,0.0,0.08,0.0,432.01,0.27,17.34,1,0,0
1707,1.0,3002.52,241.34,1.0,0.67,0.92,0.0,0,33.0,1.0,270.32,0.0,0.03,16.13,0,1,0
1708,1.0,716.4,199.82,1.0,1.0,0.08,0.0,0,26.0,0.0,76.35,0.0,0.36,1.06,0,1,0
1709,0.91,76.19,3886.2405000000003,0.33,0.17,0.17,0.0,0,5.0,0.43,758.6519000000003,0.0,0.13,40.77,0,1,0
1710,1.0,0.0,1023.29,1.0,0.0,1.0,0.83,29,31.0,0.08,85.27,896.2334000000003,0.65,4.13,0,0,0
1711,1.0,0.0,1821.52,1.0,0.0,1.0,0.0,0,29.0,0.5,151.79,0.0,0.06,8.42,0,0,0
1712,1.0,0.0,0.0,0.0,0.0,0.0,0.58,7,0.0,0.0,0.0,28.45,1.0,0.56,1,0,0
1713,0.73,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.17,0.0,56.94,0.03,25.47,1,0,0
1714,1.0,730.94,1321.8,1.0,0.42,1.0,0.25,10,30.0,0.08,171.06,270.92,0.38,14.28,0,1,0
1715,1.0,440.0,607.94,0.75,0.08,0.58,0.0,0,17.0,0.33,87.33,0.0,0.03,5.95,0,1,0
1716,1.0,1259.44,89.0,1.0,1.0,0.42,0.25,4,44.0,0.0,112.37,24.87,0.54,5.03,0,1,0
1717,0.91,3256.15,0.0,0.92,0.92,0.0,0.0,0,22.0,0.25,271.35,0.0,0.02,46.72,0,0,1
1718,1.0,0.0,0.0,0.0,0.0,0.0,0.73,14,0.0,0.0,0.0,135.66,0.93,1.33,1,0,0
1719,1.0,1933.56,950.02,1.0,1.0,0.17,0.0,0,20.0,0.75,240.3,0.0,0.08,16.46,0,1,0
1720,1.0,1823.23,0.0,0.75,0.75,0.0,0.0,0,14.0,0.0,151.94,0.0,0.91,0.79,0,0,1
1721,1.0,1753.46,0.0,1.0,1.0,0.0,0.0,0,50.0,0.0,146.12,0.0,0.92,0.88,0,0,1
1722,1.0,0.0,484.47,0.75,0.0,0.67,0.33,11,9.0,0.0,40.37,33.58,1.02,0.6,0,0,0
1723,1.0,0.0,517.83,1.0,0.0,1.0,0.0,0,55.0,1.0,43.15,0.0,0.01,3.67,0,0,0
1724,1.0,0.0,0.0,0.0,0.0,0.0,0.08,3,0.0,0.0,0.0,39.45,0.28,3.21,1,0,0
1725,0.22,0.0,0.0,0.0,0.0,0.0,0.11,1,0.0,0.0,0.0,12.91,0.0,0.0,1,0,0
1726,0.18,69.57,0.0,0.08,0.08,0.0,0.0,0,2.0,0.0,5.8,0.0,0.0,4.94,0,0,1
1727,1.0,838.76,472.14,1.0,0.92,1.0,0.0,0,35.0,0.0,109.24,0.0,0.03,7.01,0,1,0
1728,1.0,1769.36,2232.34,1.0,0.58,1.0,0.0,0,109.0,0.18,333.48,0.0,0.03,12.34,0,1,0
1729,1.0,2788.81,0.0,0.73,0.73,0.0,0.09,6,22.0,0.71,253.53,24.22,0.08,21.46,0,0,1
1730,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,56.54,0.85,1.27,1,0,0
1731,1.0,60.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,5.0,0.0,0.01,2.21,0,0,1
1732,1.0,0.0,211.07,0.5,0.0,0.42,0.08,1,6.0,0.0,17.59,82.85,0.32,4.79,0,0,0
1733,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1,0.0,0.0,0.0,19.75,0.01,4.36,1,0,0
1734,1.0,866.22,240.4,1.0,0.42,1.0,0.0,0,25.0,0.55,92.22,0.0,0.02,8.43,0,1,0
1735,1.0,0.0,0.0,0.0,0.0,0.0,0.33,19,0.0,0.09,0.0,132.22,0.83,4.91,1,0,0
1736,1.0,4900.0,0.0,0.17,0.17,0.0,0.08,1,7.0,0.0,408.33,81.74,0.4,0.38,0,0,1
1737,1.0,0.0,128.8,0.17,0.0,0.17,0.0,0,2.0,0.0,10.73,0.0,0.93,0.64,0,0,0
1738,1.0,1111.6,474.85,1.0,0.42,1.0,0.0,0,51.0,0.42,132.2,0.0,0.1,13.16,0,1,0
1739,1.0,2807.0,1256.49,1.0,0.75,1.0,0.08,1,44.0,0.08,338.62,32.64,0.71,17.38,0,1,0
1740,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.0,0.0,79.12,0.46,1.09,1,0,0
1741,1.0,1607.63,1048.05,0.83,0.33,1.0,0.5,11,111.0,0.08,221.31,521.99,0.46,5.18,0,1,0
1742,1.0,430.0,2747.21,0.83,0.08,0.67,0.0,0,19.0,0.33,264.77,0.0,0.05,18.82,0,1,0
1743,0.64,137.84,0.0,0.17,0.17,0.0,0.0,0,3.0,0.17,11.49,0.0,0.0,2.31,0,0,1
1744,1.0,885.97,213.22,1.0,0.58,0.92,0.0,0,25.0,0.58,91.6,0.0,0.03,6.77,0,1,0
1745,0.8,468.33,889.87,0.8,0.2,0.7,0.0,0,26.0,0.0,135.82,0.0,0.4,1.97,0,1,0
1746,1.0,0.0,1040.74,1.0,0.0,1.0,0.0,0,28.0,0.0,86.73,0.0,1.01,0.58,0,0,0
1747,1.0,1281.14,1487.79,1.0,0.25,0.92,0.0,0,23.0,0.5,230.74,0.0,0.03,14.95,0,1,0
1748,0.45,0.0,117.0,0.33,0.0,0.25,0.0,0,4.0,0.67,9.75,0.0,0.0,2.11,0,0,0
1749,1.0,0.0,391.14,1.0,0.0,1.0,0.08,1,15.0,0.0,32.6,82.28,0.48,0.57,0,0,0
1750,0.09,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,238.5,0.01,0.0,1,0,0
1751,1.0,0.0,2280.0,1.0,0.0,1.0,0.0,0,12.0,0.0,190.0,0.0,0.88,0.9,0,0,0
1752,0.55,683.93,99.9,0.42,0.17,0.33,0.17,3,7.0,1.0,65.32,26.28,0.02,10.0,0,1,0
1753,1.0,1201.42,2550.0,1.0,0.42,1.0,0.0,0,62.0,1.0,312.62,0.0,0.04,23.82,0,1,0
1754,1.0,6689.898200000005,1019.81,1.0,1.0,1.0,0.0,0,49.0,1.0,758.6519000000003,0.0,0.06,38.03,0,1,0
1755,1.0,0.0,2545.37,1.0,0.0,1.0,0.08,1,21.0,0.0,212.11,82.87,0.4,1.35,0,0,0
1756,1.0,139.02,1071.29,1.0,1.0,1.0,0.17,2,52.0,0.08,100.86,151.44,0.56,7.61,0,1,0
1757,0.55,435.14,0.0,0.17,0.17,0.0,0.0,0,7.0,0.0,36.26,0.0,0.49,3.02,0,0,1
1758,1.0,0.0,276.72,1.0,0.0,1.0,0.0,0,15.0,0.0,23.06,0.0,0.97,1.11,0,0,0
1759,1.0,3684.52,3886.2405000000003,1.0,0.42,1.0,0.25,7,116.51000000000022,0.08,758.6519000000003,247.14,0.6,4.7,0,1,0
1760,1.0,0.0,0.0,0.0,0.0,0.0,0.83,21,0.0,0.08,0.0,638.76,0.33,8.45,1,0,0
1761,0.45,0.0,119.8,0.33,0.0,0.25,0.0,0,4.0,0.33,9.98,0.0,0.0,2.07,0,0,0
1762,1.0,526.12,861.4,1.0,0.25,0.75,0.17,5,20.0,0.0,115.63,120.22,0.94,0.77,0,1,0
1763,1.0,804.4,1671.91,1.0,0.42,1.0,0.0,0,82.0,0.0,206.36,0.0,0.44,12.18,0,1,0
1764,1.0,859.79,1116.53,1.0,0.25,0.92,0.0,0,28.0,0.58,164.69,0.0,0.03,10.98,0,1,0
1765,1.0,6689.898200000005,3886.2405000000003,1.0,0.92,0.92,0.0,0,55.0,1.0,758.6519000000003,0.0,0.08,38.44,0,1,0
1766,0.91,45.65,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,3.8,0.0,0.93,0.13,0,0,1
1767,1.0,2847.8,2002.55,1.0,0.92,1.0,0.0,0,116.51000000000022,0.0,404.2,0.0,0.7,1.05,0,1,0
1768,1.0,69.0,211.09,0.92,0.08,0.92,0.0,0,12.0,0.0,23.34,0.0,0.83,0.25,0,1,0
1769,1.0,340.19,183.0,0.67,0.17,0.42,0.25,4,8.0,0.0,43.6,93.03,0.49,1.51,0,1,0
1770,0.82,0.0,445.46,1.0,0.0,1.0,0.0,0,13.0,0.0,37.12,0.0,0.49,5.87,0,0,0
1771,1.0,460.0,989.48,1.0,0.33,1.0,0.0,0,19.0,0.0,120.79,0.0,0.15,4.04,0,1,0
1772,1.0,1424.05,1352.04,0.92,0.58,0.92,0.0,0,36.0,0.0,231.34,0.0,0.9,0.98,0,1,0
1773,1.0,0.0,685.0,1.0,0.0,0.92,0.0,0,12.0,0.33,57.08,0.0,0.05,2.82,0,0,0
1774,0.89,0.0,0.0,0.0,0.0,0.0,0.78,21,0.0,0.0,0.0,620.65,0.38,0.75,1,0,0
1775,0.91,3275.0,1261.48,1.0,0.33,1.0,0.0,0,37.0,0.0,378.04,0.0,0.57,3.88,0,1,0
1776,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.0,0.0,112.8,0.71,5.18,1,0,0
1777,1.0,0.0,0.0,0.0,0.0,0.0,0.42,6,0.0,0.0,0.0,141.04,0.57,0.7,1,0,0
1778,1.0,0.0,0.0,0.0,0.0,0.0,0.83,29,0.0,0.0,0.0,896.2334000000003,0.68,2.52,1,0,0
1779,0.55,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.25,0.0,26.46,0.0,9.96,1,0,0
1780,1.0,1002.8,24.21,0.58,0.25,0.25,0.08,3,8.0,0.0,85.58,26.17,0.48,5.24,0,1,0
1781,1.0,0.0,1528.12,1.0,0.0,0.92,0.58,13,38.0,0.0,127.34,432.27,0.76,0.75,0,0,0
1782,0.91,914.0,1218.7,1.0,1.0,1.0,0.0,0,38.0,0.55,177.72,0.0,0.01,13.37,0,1,0
1783,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,8.31,0.87,1.53,1,0,0
1784,1.0,3884.1,555.01,0.83,0.5,0.75,0.0,0,59.0,0.0,369.93,0.0,0.96,0.59,0,1,0
1785,1.0,232.8,0.0,0.25,0.25,0.0,0.08,1,5.0,0.08,19.4,27.63,0.29,4.49,0,0,1
1786,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,85.36,0.74,2.2,1,0,0
1787,1.0,569.91,0.0,0.27,0.27,0.0,0.27,9,5.0,0.0,51.81,47.35,0.97,0.34,0,0,1
1788,1.0,656.2,0.0,1.0,1.0,0.0,0.08,1,12.0,0.0,54.68,9.79,0.99,0.99,0,0,1
1789,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,22.59,0.13,2.54,1,0,0
1790,1.0,0.0,322.29,0.92,0.0,0.83,0.0,0,13.0,0.0,26.86,0.0,1.0,0.51,0,0,0
1791,1.0,1671.6,1299.96,0.92,0.33,0.83,0.0,0,31.0,1.0,247.63,0.0,0.02,13.04,0,1,0
1792,1.0,222.0,154.04,0.5,0.08,0.5,0.0,0,8.0,0.0,31.34,0.0,0.98,0.74,0,1,0
1793,0.27,151.33,0.0,0.17,0.17,0.0,0.0,0,3.0,0.5,12.61,0.0,0.0,3.4,0,0,1
1794,1.0,0.0,339.75,0.25,0.0,0.25,0.0,0,3.0,0.0,28.31,0.0,0.66,0.67,0,0,0
1795,1.0,0.0,0.0,0.0,0.0,0.0,0.33,7,0.0,0.0,0.0,106.92,0.66,0.79,1,0,0
1796,1.0,921.1,867.0,0.83,0.25,0.83,0.0,0,22.0,0.0,149.01,0.0,0.68,0.66,0,1,0
1797,1.0,576.13,818.8,1.0,0.33,1.0,0.0,0,37.0,0.0,116.24,0.0,0.95,0.62,0,1,0
1798,1.0,25.26,0.0,0.08,0.08,0.0,0.25,3,1.0,0.0,2.1,37.73,0.73,0.62,0,0,1
1799,1.0,0.0,0.0,0.0,0.0,0.0,0.42,6,0.0,0.0,0.0,78.66,0.37,4.31,1,0,0
1800,1.0,0.0,0.0,0.0,0.0,0.0,0.33,4,0.0,0.0,0.0,13.65,0.98,0.66,1,0,0
1801,1.0,0.0,0.0,0.0,0.0,0.0,0.5,9,0.0,0.0,0.0,210.83,0.91,0.84,1,0,0
1802,1.0,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.0,0.0,17.53,0.9,1.06,1,0,0
1803,1.0,0.0,807.72,1.0,0.0,1.0,0.0,0,36.0,0.0,67.31,0.0,1.06,0.48,0,0,0
1804,0.36,519.0,0.0,0.08,0.08,0.0,0.17,6,1.0,0.0,43.25,238.83,0.09,9.58,0,0,1
1805,1.0,363.18,0.0,1.0,1.0,0.0,0.0,0,13.0,0.0,30.26,0.0,1.01,0.88,0,0,1
1806,1.0,249.21,825.08,1.0,0.17,1.0,0.0,0,21.0,0.08,89.52,0.0,0.02,5.71,0,1,0
1807,0.91,151.64,0.0,0.09,0.09,0.0,0.0,0,1.0,0.0,13.79,0.0,0.94,1.0,0,0,1
1808,1.0,115.8,38.73,0.38,0.25,0.38,0.25,8,8.0,0.0,19.32,109.94,0.86,1.44,0,1,0
1809,1.0,34.32,65.43,0.08,0.08,0.08,0.0,0,3.0,0.08,8.31,0.0,0.25,5.81,0,1,0
1810,1.0,0.0,0.0,0.0,0.0,0.0,0.58,9,0.0,0.0,0.0,140.18,0.94,1.08,1,0,0
1811,1.0,0.0,0.0,0.0,0.0,0.0,0.25,11,0.0,0.17,0.0,266.43,0.24,11.33,1,0,0
1812,1.0,105.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,8.75,0.0,0.01,1.88,0,0,1
1813,1.0,663.04,0.0,0.75,0.75,0.0,0.08,2,24.0,0.0,55.25,162.77,0.85,1.25,0,0,1
1814,1.0,669.21,398.64,1.0,0.58,1.0,0.0,0,21.0,0.55,88.99,0.0,0.01,10.04,0,1,0
1815,1.0,695.04,645.79,0.67,0.42,0.5,0.0,0,28.0,0.0,111.74,0.0,0.81,0.49,0,1,0
1816,1.0,100.0,0.0,0.08,0.08,0.0,0.33,6,1.0,0.0,8.33,22.55,1.02,0.63,0,0,1
1817,1.0,4045.67,2087.34,1.0,1.0,1.0,0.83,23,115.0,0.0,511.08,157.97,0.74,1.35,0,1,0
1818,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,154.46,0.89,0.84,1,0,0
1819,0.09,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,7.88,0.0,0.0,1,0,0
1820,1.0,290.0,141.96,0.58,0.17,0.42,0.0,0,9.0,0.0,36.0,0.0,0.98,0.68,0,1,0
1821,1.0,312.4,533.66,1.0,0.17,0.92,0.0,0,21.0,0.75,70.5,0.0,0.01,5.38,0,1,0
1822,1.0,0.0,361.0,0.83,0.0,0.75,0.17,2,20.0,0.0,30.08,24.27,0.9,1.49,0,0,0
1823,1.0,2469.41,90.0,0.5,0.33,0.17,0.0,0,8.0,0.0,213.28,0.0,0.1,4.4,0,1,0
1824,1.0,1702.72,1691.01,1.0,0.83,1.0,0.0,0,71.0,0.0,282.81,0.0,0.5,1.1,0,1,0
1825,0.27,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.0,0.0,118.63,0.07,0.53,1,0,0
1826,1.0,878.7,341.15,1.0,1.0,0.75,0.08,2,23.0,0.5,101.65,14.39,0.02,12.46,0,1,0
1827,1.0,1774.91,762.76,0.92,0.75,0.67,0.0,0,39.0,0.0,211.47,0.0,0.66,0.88,0,1,0
1828,0.91,0.0,747.55,0.82,0.0,0.82,0.0,0,9.0,0.0,67.96,0.0,0.2,1.49,0,0,0
1829,1.0,501.85,173.0,0.67,0.17,0.67,0.17,6,24.0,0.0,56.24,94.11,0.97,0.35,0,1,0
1830,0.36,241.27,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,20.11,0.0,0.0,2.73,0,0,1
1831,1.0,0.0,0.0,0.0,0.0,0.0,0.25,10,0.0,0.0,0.0,176.48,0.88,0.89,1,0,0
1832,1.0,209.07,0.0,0.08,0.08,0.0,0.33,9,1.0,0.0,17.42,628.8,0.63,0.55,0,0,1
1833,0.55,0.0,415.04,0.5,0.0,0.5,0.0,0,6.0,0.55,34.59,0.0,0.0,4.91,0,0,0
1834,0.82,603.6,315.0,0.75,0.42,0.58,0.0,0,17.0,1.0,76.55,0.0,0.02,6.37,0,1,0
1835,1.0,0.0,612.1,0.67,0.0,0.67,0.17,2,25.0,0.0,51.01,227.93,0.62,1.07,0,0,0
1836,1.0,2568.35,2651.6,1.0,0.83,1.0,0.0,0,66.0,0.0,435.0,0.0,0.17,1.15,0,1,0
1837,0.45,0.01,638.6,0.58,0.08,0.58,0.0,0,12.0,0.0,53.22,0.0,0.05,11.1,0,1,0
1838,0.64,32.71,704.2,0.58,0.08,0.5,0.0,0,8.0,1.0,61.41,0.0,0.02,5.46,0,1,0
1839,1.0,0.0,55.49,0.42,0.0,0.42,0.0,0,7.0,0.08,4.62,0.0,0.92,0.11,0,0,0
1840,1.0,757.8,120.84,0.75,0.75,0.17,0.17,2,20.0,0.0,73.22,12.98,1.01,0.5,0,1,0
1841,1.0,0.0,279.36,0.67,0.0,0.67,0.08,2,16.0,0.0,23.28,75.5,0.99,1.06,0,0,0
1842,1.0,3825.87,1148.4,1.0,0.25,1.0,0.0,0,33.0,0.0,414.52,0.0,0.76,4.6,0,1,0
1843,0.09,0.0,369.36,1.0,0.0,1.0,0.0,0,12.0,0.0,30.78,0.0,0.0,137.18110000000036,0,0,0
1844,1.0,1037.8,1158.74,1.0,0.33,1.0,0.0,0,44.0,0.0,183.04,0.0,1.06,0.41,0,1,0
1845,1.0,1161.47,1190.53,1.0,0.83,1.0,0.25,4,50.0,0.0,196.0,32.47,0.65,1.02,0,1,0
1846,0.5,0.0,0.0,0.0,0.0,0.0,0.1,1,0.0,0.0,0.0,46.55,0.06,8.37,1,0,0
1847,0.91,301.0,527.14,0.42,0.33,0.17,0.0,0,9.0,0.29,69.01,0.0,0.03,1.74,0,1,0
1848,1.0,508.94,0.0,1.0,1.0,0.0,0.0,0,12.0,0.4,42.41,0.0,0.02,2.9,0,0,1
1849,1.0,319.62,0.0,0.67,0.67,0.0,0.0,0,13.0,0.0,26.64,0.0,0.03,3.55,0,0,1
1850,1.0,400.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,33.33,0.0,0.86,0.94,0,0,1
1851,1.0,2880.91,2715.2,1.0,0.58,1.0,0.17,14,110.0,0.08,466.34,232.53,0.42,2.55,0,1,0
1852,1.0,820.42,0.0,0.67,0.67,0.0,0.17,2,19.0,0.0,68.37,73.28,0.85,1.1,0,0,1
1853,1.0,104.0,0.0,0.09,0.09,0.0,0.09,1,1.0,0.0,9.45,8.31,0.36,1.43,0,0,1
1854,1.0,0.0,66.49,0.17,0.0,0.17,0.33,7,3.0,0.0,5.54,38.13,0.91,0.73,0,0,0
1855,1.0,152.0,206.91,1.0,0.25,1.0,0.0,0,39.0,0.0,29.91,0.0,0.14,1.99,0,1,0
1856,1.0,0.0,0.0,0.0,0.0,0.0,0.18,9,0.0,0.0,0.0,751.33,0.38,0.62,1,0,0
1857,1.0,1676.11,789.81,1.0,0.75,1.0,0.08,1,41.0,0.0,205.49,7.53,0.29,0.99,0,1,0
1858,1.0,0.0,0.0,0.0,0.0,0.0,0.67,15,0.0,0.0,0.0,347.47,0.61,0.89,1,0,0
1859,0.91,231.29,55.11,0.5,0.25,0.17,0.08,1,6.0,0.3,23.87,7.61,0.0,2.31,0,1,0
1860,1.0,0.0,653.21,1.0,0.0,1.0,0.0,0,30.0,0.0,54.43,0.0,0.12,1.42,0,0,0
1861,1.0,0.0,2481.64,1.0,0.0,1.0,0.0,0,41.0,0.92,206.8,0.0,0.06,12.81,0,0,0
1862,1.0,0.0,226.9,0.83,0.0,0.75,0.17,4,25.0,0.0,18.91,55.56,0.66,7.43,0,0,0
1863,0.45,424.0,78.33,0.42,0.17,0.17,0.0,0,5.0,0.0,41.86,0.0,0.0,33.16,0,1,0
1864,1.0,860.5,136.14,0.92,0.67,0.42,0.33,4,27.0,0.0,83.05,302.68,0.3,1.91,0,1,0
1865,1.0,0.0,320.72,0.92,0.0,0.92,0.0,0,20.0,0.0,26.73,0.0,0.14,4.63,0,0,0
1866,0.5,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,0.0,0.0,283.18,0.4,1.11,1,0,0
1867,1.0,721.67,1380.84,0.92,0.33,0.92,0.08,7,37.0,0.0,175.21,294.69,0.38,3.6,0,1,0
1868,0.27,0.0,550.08,0.25,0.0,0.17,0.0,0,4.0,1.0,45.84,0.0,0.01,6.55,0,0,0
1869,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,4.6,0.92,0.55,1,0,0
1870,1.0,3975.0,0.0,0.42,0.42,0.0,0.0,0,5.0,0.0,331.25,0.0,0.64,3.58,0,0,1
1871,0.82,1600.99,627.36,0.75,0.67,0.58,0.0,0,29.0,0.45,185.7,0.0,0.01,16.68,0,1,0
1872,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.11,0.0,179.71,0.45,10.9,1,0,0
1873,1.0,45.65,300.01,0.75,0.08,0.75,0.0,0,10.0,0.25,28.81,0.0,0.09,1.99,0,1,0
1874,1.0,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.0,0.0,41.96,0.83,2.64,1,0,0
1875,1.0,425.35,528.8,0.83,0.25,0.67,0.0,0,12.0,0.0,79.51,0.0,0.76,1.0,0,1,0
1876,1.0,0.0,389.24,0.67,0.0,0.58,0.0,0,11.0,0.0,32.44,0.0,0.01,2.09,0,0,0
1877,0.91,0.0,0.0,0.0,0.0,0.0,0.18,7,0.0,0.0,0.0,100.98,0.82,0.85,1,0,0
1878,1.0,0.0,636.15,0.83,0.0,0.75,0.0,0,16.0,0.33,53.01,0.0,0.01,4.33,0,0,0
1879,0.27,0.0,581.21,0.33,0.0,0.33,0.0,0,11.0,0.0,48.43,0.0,0.0,40.69,0,0,0
1880,1.0,1257.32,328.47,1.0,0.42,1.0,0.0,0,22.0,0.0,132.15,0.0,0.42,0.85,0,1,0
1881,1.0,987.59,206.56,1.0,0.25,0.92,0.42,10,52.0,0.0,99.51,89.57,0.91,1.15,0,1,0
1882,0.82,90.51,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,7.54,0.0,0.03,5.37,0,0,1
1883,1.0,0.0,109.16,0.08,0.0,0.08,0.33,10,1.0,0.0,9.1,382.23,0.53,0.46,0,0,0
1884,1.0,689.09,55.0,1.0,1.0,0.17,0.0,0,19.0,0.0,62.01,0.0,0.04,3.81,0,1,0
1885,1.0,649.14,68.0,0.5,0.33,0.08,0.0,0,7.0,0.0,59.76,0.0,0.26,1.77,0,1,0
1886,0.27,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.09,0.0,155.99,0.04,31.45,1,0,0
1887,0.64,1160.65,0.0,0.5,0.5,0.0,0.0,0,8.0,0.3,96.72,0.0,0.01,11.94,0,0,1
1888,1.0,341.0,80.04,0.33,0.08,0.33,0.0,0,6.0,0.0,35.09,0.0,0.09,12.54,0,1,0
1889,0.55,23.65,305.73,0.33,0.08,0.25,0.0,0,7.0,1.0,27.45,0.0,0.0,4.65,0,1,0
1890,1.0,0.0,0.0,0.0,0.0,0.0,0.71,11,0.0,0.0,0.0,196.74,0.74,1.15,1,0,0
1891,0.55,0.0,615.16,0.83,0.0,0.83,0.0,0,44.0,0.36,51.26,0.0,0.0,19.18,0,0,0
1892,1.0,1260.13,0.0,0.2,0.2,0.0,0.0,0,3.0,0.0,126.01,0.0,0.17,6.53,0,0,1
1893,1.0,1640.05,1638.37,1.0,0.67,1.0,0.0,0,116.51000000000022,0.0,273.2,0.0,0.37,2.82,0,1,0
1894,1.0,45.45,0.0,0.08,0.08,0.0,0.42,5,2.0,0.0,3.79,137.85,0.43,1.16,0,0,1
1895,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,6.23,0.8,0.45,1,0,0
1896,1.0,0.0,233.31,1.0,0.0,0.86,0.29,3,7.0,0.0,33.33,204.71,0.89,1.04,0,0,0
1897,1.0,1304.96,0.0,0.25,0.25,0.0,0.08,1,7.0,0.0,108.75,1.54,0.18,1.56,0,0,1
1898,0.91,64.9,970.15,0.75,0.08,0.67,0.0,0,10.0,0.78,86.25,0.0,0.04,8.67,0,1,0
1899,1.0,94.0,0.0,0.25,0.25,0.0,0.0,0,3.0,0.0,7.83,0.0,0.1,1.17,0,0,1
1900,0.64,0.0,82.04,0.5,0.0,0.5,0.0,0,6.0,0.0,6.84,0.0,0.01,0.91,0,0,0
1901,1.0,0.0,0.0,0.0,0.0,0.0,0.38,6,0.0,0.0,0.0,407.09,0.55,0.91,1,0,0
1902,1.0,2438.85,567.04,0.92,0.75,0.75,0.0,0,40.0,0.0,250.49,0.0,0.48,1.83,0,1,0
1903,1.0,3544.31,930.12,0.92,0.75,0.42,0.17,3,44.0,0.08,372.87,125.71,0.42,11.2,0,1,0
1904,1.0,0.0,0.0,0.0,0.0,0.0,0.67,24,0.0,0.0,0.0,332.58,0.85,1.05,1,0,0
1905,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.17,0.0,501.9,0.3,11.48,1,0,0
1906,1.0,1230.31,655.9,1.0,1.0,1.0,0.0,0,65.0,0.08,157.18,0.0,0.07,12.22,0,1,0
1907,1.0,116.09,86.22,0.33,0.17,0.17,0.67,17,5.0,0.0,16.86,130.36,0.56,1.09,0,1,0
1908,0.73,586.29,412.9,0.58,0.25,0.42,0.0,0,16.0,0.88,83.27,0.0,0.01,14.73,0,1,0
